season,details,reason,from,until,days,games,player,url
2122,Transferred to Watford U18,Transfer,2021-07-01,2022-06-30,,,Jack Grieves,/jack-grieves/profil/spieler/974327
2122,Transferred to Southampton U18,Transfer,2021-07-01,2022-06-30,,,Tyler Dibling,/tyler-dibling/profil/spieler/866655
2122,Transferred to West Ham U21,Transfer,2021-07-01,2022-06-30,,,Jamal Baptiste,/jamal-baptiste/profil/spieler/610706
2122,Transferred to Middlesbrough,Transfer,2021-08-29,2022-01-12,,,Onel Hernández,/onel-hernandez/profil/spieler/109751
2122,Transferred to Birmingham,Transfer,2022-01-14,2022-06-29,,,Onel Hernández,/onel-hernandez/profil/spieler/109751
2122,Corona virus,injury,2021-09-04,2021-09-20,16,3,Zack Steffen,/zack-steffen/profil/spieler/221624
2122,Ankle Injury,injury,2021-11-13,2022-01-08,56,10,Sead Kolasinac,/sead-kolasinac/profil/spieler/94005
2122,Transferred to Marseille,Transfer,2022-01-18,2022-06-30,,,Sead Kolasinac,/sead-kolasinac/profil/spieler/94005
2122,Transferred to Spartak Moscow,Transfer,2021-07-01,2021-08-30,,,Alex Kral,/alex-kral/profil/spieler/337333
2122,Transferred to Spartak Moscow,Transfer,2022-06-30,2022-06-30,,,Alex Kral,/alex-kral/profil/spieler/337333
2122,Transferred to Everton U23,Transfer,2021-07-01,2022-06-30,,,Isaac Price,/isaac-price/profil/spieler/612749
2122,Transferred to Bournemouth,Transfer,2022-01-31,2022-05-30,,,Todd Cantwell,/todd-cantwell/profil/spieler/332341
2122,Transferred to Brentford B,Transfer,2021-07-01,2022-06-30,,,Nathan Young-Coombes,/nathan-young-coombes/profil/spieler/581679
2122,Transferred to Everton U18,Transfer,2021-07-01,2021-08-23,,,Thierry Small,/thierry-small/profil/spieler/746554
2122,Transferred to Southampton B,Transfer,2021-08-24,2022-06-30,,,Thierry Small,/thierry-small/profil/spieler/746554
2122,Calf Injury,injury,2022-04-18,2022-05-23,35,6,Paul Pogba,/paul-pogba/profil/spieler/122153
2122,Hamstring Injury,injury,2021-11-08,2022-02-03,87,14,Paul Pogba,/paul-pogba/profil/spieler/122153
2122,Transferred to Leicester U21,Transfer,2021-07-01,2022-06-30,,,Sammy Braybrooke,/sammy-braybrooke/profil/spieler/840640
2122,Thigh Problems,injury,2022-05-12,2022-05-25,13,3,Fabinho,/fabinho/profil/spieler/225693
2122,Groin Injury,injury,2021-11-18,2022-02-06,80,9,Ashley Barnes,/ashley-barnes/profil/spieler/63200
2122,Transferred to Swansea,Transfer,2021-08-31,2022-06-30,,,Michael Obafemi,/michael-obafemi/profil/spieler/444208
2122,Transferred to Brentford B,Transfer,2021-07-01,2022-06-30,,,Daniel Oyegoke,/daniel-oyegoke/profil/spieler/586984
2122,groin strain,injury,2021-11-05,2021-12-20,45,8,Nampalys Mendy,/nampalys-mendy/profil/spieler/111051
2122,groin strain,injury,2021-08-01,2021-09-30,60,10,Nampalys Mendy,/nampalys-mendy/profil/spieler/111051
2122,Groin Injury,injury,2022-04-30,2022-05-21,21,3,Enock Mwepu,/enock-mwepu/profil/spieler/490307
2122,Hamstring Injury,injury,2022-01-08,2022-03-11,62,10,Enock Mwepu,/enock-mwepu/profil/spieler/490307
2122,Unknown Injury,injury,2021-09-22,2021-10-14,22,3,Enock Mwepu,/enock-mwepu/profil/spieler/490307
2122,Knock,injury,2021-08-24,2021-08-27,3,1,Enock Mwepu,/enock-mwepu/profil/spieler/490307
2122,Transferred to RB Salzburg,Transfer,2021-07-01,2021-07-05,,,Enock Mwepu,/enock-mwepu/profil/spieler/490307
2122,Fitness,injury,2022-01-31,2022-04-23,82,13,Philippe Sandler,/philippe-sandler/profil/spieler/340460
2122,Ankle Injury,injury,2021-09-25,2022-01-01,98,13,Philippe Sandler,/philippe-sandler/profil/spieler/340460
2122,Transferred to Troyes,Transfer,2021-08-31,2022-01-24,,,Philippe Sandler,/philippe-sandler/profil/spieler/340460
2122,Transferred to Feyenoord,Transfer,2022-01-31,2022-06-30,,,Philippe Sandler,/philippe-sandler/profil/spieler/340460
2122,Transferred to Chelsea U23,Transfer,2021-07-01,2022-06-30,,,Xavier Mbuyamba,/xavier-mbuyamba/profil/spieler/640432
2122,Transferred to Man Utd U23,Transfer,2021-07-01,2022-06-30,,,Zidane Iqbal,/zidane-iqbal/profil/spieler/686845
2122,Transferred to Man Utd U23,Transfer,2021-07-01,2022-06-30,,,Charlie Savage,/charlie-savage/profil/spieler/686837
2122,Hamstring Injury,injury,2022-02-05,2022-04-02,56,11,Lyanco,/lyanco/profil/spieler/379807
2122,Corona virus,injury,2021-12-18,2022-01-03,16,2,Lyanco,/lyanco/profil/spieler/379807
2122,Transferred to Torino,Transfer,2021-07-01,2021-08-24,,,Lyanco,/lyanco/profil/spieler/379807
2122,Thigh Problems,injury,2021-12-05,2022-02-10,67,9,Leon Bailey,/leon-bailey/profil/spieler/387626
2122,Transferred to B. Leverkusen,Transfer,2021-07-01,2021-08-03,,,Leon Bailey,/leon-bailey/profil/spieler/387626
2122,Transferred to Palace U21,Transfer,2021-07-01,2022-06-30,,,Jesurun Rak-Sakyi,/jesurun-rak-sakyi/profil/spieler/586834
2122,Transferred to Celtic B,Transfer,2021-07-01,2021-08-26,,,Leo Fuhr Hjelde,/leo-fuhr-hjelde/profil/spieler/661208
2122,Transferred to Leeds U21,Transfer,2021-08-27,2022-06-30,,,Leo Fuhr Hjelde,/leo-fuhr-hjelde/profil/spieler/661208
2122,Transferred to Arsenal U23,Transfer,2021-07-01,2022-06-30,,,Salah-Eddine Oulad M'Hand,/salah-eddine-oulad-mhand/profil/spieler/559330
2122,Transferred to FC Midtjylland,Transfer,2021-07-01,2021-07-19,,,Frank Onyeka,/frank-onyeka/profil/spieler/421637
2122,Transferred to Middlesbrough,Transfer,2022-01-02,2022-05-30,,,Aaron Connolly,/aaron-connolly/profil/spieler/434207
2122,Sprained Ankle,injury,2022-04-18,2022-04-25,7,1,Kurt Zouma,/kurt-zouma/profil/spieler/157509
2122,Hamstring Injury,injury,2021-12-06,2022-01-17,42,10,Kurt Zouma,/kurt-zouma/profil/spieler/157509
2122,Corona virus,injury,2021-11-19,2021-11-27,8,2,Mason Greenwood,/mason-greenwood/profil/spieler/532826
2122,Knee Problems,injury,2022-06-09,2022-06-30,21,,N'Golo Kanté,/ngolo-kante/profil/spieler/225083
2122,Knock,injury,2022-04-28,2022-05-12,14,4,N'Golo Kanté,/ngolo-kante/profil/spieler/225083
2122,Corona virus,injury,2022-01-06,2022-01-10,4,1,N'Golo Kanté,/ngolo-kante/profil/spieler/225083
2122,Knee Problems,injury,2021-11-25,2021-12-16,21,6,N'Golo Kanté,/ngolo-kante/profil/spieler/225083
2122,Corona virus,injury,2021-09-27,2021-10-11,14,2,N'Golo Kanté,/ngolo-kante/profil/spieler/225083
2122,Groin Injury,injury,2021-08-26,2021-09-16,21,3,N'Golo Kanté,/ngolo-kante/profil/spieler/225083
2122,Knee Injury,injury,2022-05-15,2022-07-10,56,3,Ezri Konsa,/ezri-konsa/profil/spieler/413403
2122,Ill,injury,2022-03-03,2022-03-07,4,1,Joel Matip,/joel-matip/profil/spieler/82105
2122,Corona virus,injury,2021-12-30,2022-01-06,7,1,Joel Matip,/joel-matip/profil/spieler/82105
2122,Calf Injury,injury,2021-07-28,2022-01-01,157,20,Paul Dummett,/paul-dummett/profil/spieler/170321
2122,Knee Injury,injury,2022-02-26,2022-05-02,65,11,Erik Pieters,/erik-pieters/profil/spieler/43763
2122,Transferred to Watford U23,Transfer,2021-07-01,2021-08-30,,,Jaime Alvarado,/jaime-alvarado/profil/spieler/522131
2122,Transferred to Racing Ferrol,Transfer,2021-08-31,2022-01-11,,,Jaime Alvarado,/jaime-alvarado/profil/spieler/522131
2122,Transferred to Watford U23,Transfer,2022-01-12,2022-01-12,,,Jaime Alvarado,/jaime-alvarado/profil/spieler/522131
2122,Transferred to Fortaleza CEIF,Transfer,2022-01-13,2022-06-30,,,Jaime Alvarado,/jaime-alvarado/profil/spieler/522131
2122,Transferred to Hull City,Transfer,2022-01-31,2022-05-30,,,Marcus Forss,/marcus-forss/profil/spieler/404584
2122,Transferred to Man Utd U23,Transfer,2021-07-01,2022-06-30,,,Björn Hardley,/bjorn-hardley/profil/spieler/682562
2122,Hip problems,injury,2022-05-12,2022-05-26,14,3,Cristian Romero,/cristian-romero/profil/spieler/355915
2122,Hamstring Injury,injury,2021-11-17,2022-02-05,80,16,Cristian Romero,/cristian-romero/profil/spieler/355915
2122,Quarantine,injury,2021-09-09,2021-09-17,8,2,Cristian Romero,/cristian-romero/profil/spieler/355915
2122,Knee Injury,injury,2021-08-20,2021-08-25,5,1,Cristian Romero,/cristian-romero/profil/spieler/355915
2122,Knee Injury,injury,2021-06-23,2021-07-10,17,,Cristian Romero,/cristian-romero/profil/spieler/355915
2122,Transferred to Atalanta BC,Transfer,2021-07-01,2021-08-03,,,Cristian Romero,/cristian-romero/profil/spieler/355915
2122,Transferred to Juventus,Transfer,2021-08-04,2021-08-04,,,Cristian Romero,/cristian-romero/profil/spieler/355915
2122,Transferred to Atalanta BC,Transfer,2021-08-05,2021-08-05,,,Cristian Romero,/cristian-romero/profil/spieler/355915
2122,Ankle Injury,injury,2021-12-15,2021-12-28,13,2,Joël Veltman,/joel-veltman/profil/spieler/111195
2122,Corona virus,injury,2021-08-14,2021-08-27,13,3,Joël Veltman,/joel-veltman/profil/spieler/111195
2122,Transferred to Norwich U21,Transfer,2021-07-01,2022-06-30,,,Jonathan Tomkinson,/jonathan-tomkinson/profil/spieler/696762
2122,Corona virus,injury,2021-12-18,2021-12-31,13,1,Fábio Silva,/fabio-silva/profil/spieler/505653
2122,Ankle Fracture,injury,2022-04-17,2022-12-31,258,36,Ashley Westwood,/ashley-westwood/profil/spieler/91317
2122,Transferred to Burnley U21,Transfer,2021-07-01,2022-06-30,,,Joe McGlynn,/joe-mcglynn/profil/spieler/704801
2122,Transferred to Liverpool U18,Transfer,2021-07-01,2022-06-30,,,Melkamu Frauendorf,/melkamu-frauendorf/profil/spieler/594721
2122,Transferred to Liverpool U23,Transfer,2021-07-01,2022-06-30,,,Kaide Gordon,/kaide-gordon/profil/spieler/732119
2122,Hamstring Injury,injury,2022-07-09,2022-08-31,53,6,Kristoffer Ajer,/kristoffer-ajer/profil/spieler/328658
2122,Transferred to Celtic,Transfer,2021-07-01,2021-07-20,,,Kristoffer Ajer,/kristoffer-ajer/profil/spieler/328658
2122,Hamstring Injury,injury,2022-02-08,2022-04-11,62,12,Yerry Mina,/yerry-mina/profil/spieler/289446
2122,Thigh Problems,injury,2021-10-22,2021-11-30,39,5,Yerry Mina,/yerry-mina/profil/spieler/289446
2122,Transferred to Tottenham U23,Transfer,2021-07-01,2022-06-30,,,Marcel Lavinier,/marcel-lavinier/profil/spieler/392772
2122,Transferred to OGC Nice,Transfer,2021-07-01,2022-01-03,,,Hassane Kamara,/hassane-kamara/profil/spieler/290017
2122,Transferred to Derby,Transfer,2021-07-01,2021-07-19,,,Scott Carson,/scott-carson/profil/spieler/14555
2122,Corona virus,injury,2021-09-01,2021-09-19,18,2,Shane Long,/shane-long/profil/spieler/37304
2122,Knee Injury,injury,2022-03-07,2022-04-25,49,11,Jamie Vardy,/jamie-vardy/profil/spieler/197838
2122,Hamstring Injury,injury,2021-12-27,2022-02-24,59,10,Jamie Vardy,/jamie-vardy/profil/spieler/197838
2122,Corona virus,injury,2022-01-10,2022-01-16,6,2,Bertrand Traoré,/bertrand-traore/profil/spieler/131996
2122,Strain in the thigh and gluteal muscles,injury,2021-10-20,2021-12-25,66,9,Bertrand Traoré,/bertrand-traore/profil/spieler/131996
2122,Transferred to Chelsea U18,Transfer,2021-07-01,2021-12-31,,,Lewis Hall,/lewis-hall/profil/spieler/670858
2122,Transferred to Chelsea U23,Transfer,2022-01-01,2022-06-30,,,Lewis Hall,/lewis-hall/profil/spieler/670858
2122,Thigh Problems,injury,2022-02-04,2022-02-15,11,3,Eric Dier,/eric-dier/profil/spieler/175722
2122,Thigh Problems,injury,2022-01-03,2022-01-20,17,4,Eric Dier,/eric-dier/profil/spieler/175722
2122,Transferred to Olympique Lyon,Transfer,2021-07-01,2021-07-27,,,Joachim Andersen,/joachim-andersen/profil/spieler/260827
2122,Transferred to R. Strasbourg,Transfer,2021-08-31,2022-06-29,,,Frédéric Guilbert,/frederic-guilbert/profil/spieler/354352
2122,Ill,injury,2022-04-19,2022-04-21,2,1,Leandro Trossard,/leandro-trossard/profil/spieler/144028
2122,Hamstring Injury,injury,2021-12-26,2022-01-01,6,2,Leandro Trossard,/leandro-trossard/profil/spieler/144028
2122,Elbow Injury,injury,2021-12-04,2021-12-14,10,1,Leandro Trossard,/leandro-trossard/profil/spieler/144028
2122,Corona virus,injury,2022-01-03,2022-01-10,7,2,Ferran Torres,/ferran-torres/profil/spieler/398184
2122,Metatarsal Fracture,injury,2021-10-14,2022-01-10,88,5,Ferran Torres,/ferran-torres/profil/spieler/398184
2122,Transferred to Barcelona,Transfer,2022-01-01,2022-06-30,,,Ferran Torres,/ferran-torres/profil/spieler/398184
2122,Shoulder Injury,injury,2021-12-26,2021-12-28,2,1,Dan Burn,/dan-burn/profil/spieler/134270
2122,Knee Injury,injury,2021-10-27,2021-11-19,23,3,Dan Burn,/dan-burn/profil/spieler/134270
2122,Torn Knee Ligament,injury,2021-07-31,2021-09-18,49,5,Dan Burn,/dan-burn/profil/spieler/134270
2122,Calf Injury,injury,2021-12-27,2022-01-16,20,5,Steven Bergwijn,/steven-bergwijn/profil/spieler/284165
2122,Ankle Injury,injury,2021-09-16,2021-10-11,25,6,Steven Bergwijn,/steven-bergwijn/profil/spieler/284165
2122,Ankle Injury,injury,2021-09-07,2021-09-14,7,1,Steven Bergwijn,/steven-bergwijn/profil/spieler/284165
2122,Thigh Problems,injury,2021-09-04,2021-09-13,9,1,Takumi Minamino,/takumi-minamino/profil/spieler/165793
2122,Transferred to Man City U23,Transfer,2021-07-01,2022-06-30,,,Cieran Slicker,/cieran-slicker/profil/spieler/621997
2122,Corona virus,injury,2021-07-15,2021-08-02,18,,Karl Darlow,/karl-darlow/profil/spieler/99397
2122,Cheekbone Fracture,injury,2021-12-08,2022-01-22,45,10,Nathaniel Phillips,/nathaniel-phillips/profil/spieler/371814
2122,Transferred to Bournemouth,Transfer,2022-01-31,2022-05-30,,,Nathaniel Phillips,/nathaniel-phillips/profil/spieler/371814
2122,Transferred to West Ham U21,Transfer,2021-07-01,2022-06-30,,,Keenan Appiah-Forson,/keenan-appiah-forson/profil/spieler/554098
2122,Corona virus,injury,2022-01-01,2022-01-08,7,1,Alisson,/alisson/profil/spieler/105470
2122,Corona virus,injury,2021-10-17,2021-11-01,15,3,Wout Weghorst,/wout-weghorst/profil/spieler/228645
2122,Transferred to VfL Wolfsburg,Transfer,2021-07-01,2022-01-30,,,Wout Weghorst,/wout-weghorst/profil/spieler/228645
2122,Corona virus,injury,2022-01-07,2022-01-13,6,2,Edouard Mendy,/edouard-mendy/profil/spieler/442531
2122,Bruised Rib,injury,2021-09-14,2021-09-24,10,3,Edouard Mendy,/edouard-mendy/profil/spieler/442531
2122,Transferred to Everton U23,Transfer,2021-07-01,2022-01-25,,,Ellis Simms,/ellis-simms/profil/spieler/511550
2122,Transferred to Heart of Midl.,Transfer,2022-01-26,2022-05-30,,,Ellis Simms,/ellis-simms/profil/spieler/511550
2122,Transferred to Everton U23,Transfer,2022-05-31,2022-06-30,,,Ellis Simms,/ellis-simms/profil/spieler/511550
2122,Hamstring Injury,injury,2022-01-29,2022-06-30,152,,Dan Nlundulu,/dan-nlundulu/profil/spieler/346482
2122,Transferred to Lincoln City,Transfer,2021-07-14,2022-01-04,,,Dan Nlundulu,/dan-nlundulu/profil/spieler/346482
2122,Transferred to Cheltenham,Transfer,2022-01-06,2022-05-30,,,Dan Nlundulu,/dan-nlundulu/profil/spieler/346482
2122,Transferred to Benfica,Transfer,2021-07-01,2021-07-09,,,Nuno Tavares,/nuno-tavares/profil/spieler/535955
2122,Knee Injury,injury,2021-11-19,2022-06-30,223,31,Tom Davies,/tom-davies/profil/spieler/314210
2122,Shoulder Injury,injury,2022-04-09,2022-04-25,16,2,Lucas Digne,/lucas-digne/profil/spieler/126664
2122,Hamstring Injury,injury,2022-03-14,2022-03-21,7,1,Lucas Digne,/lucas-digne/profil/spieler/126664
2122,Problems with the hip flexor,injury,2022-04-09,2022-04-30,21,5,Fred,/fred/profil/spieler/191614
2122,Corona virus,injury,2022-02-07,2022-02-14,7,2,Fred,/fred/profil/spieler/191614
2122,Muscular problems,injury,2022-01-20,2022-01-27,7,1,Michal Karbownik,/michal-karbownik/profil/spieler/401604
2122,Ligament Problems,injury,2021-11-01,2021-12-08,37,7,Michal Karbownik,/michal-karbownik/profil/spieler/401604
2122,Transferred to Olympiacos,Transfer,2021-08-28,2022-06-29,,,Michal Karbownik,/michal-karbownik/profil/spieler/401604
2122,Achilles tendon problems,injury,2022-02-26,2022-03-03,5,2,Andreas Christensen,/andreas-christensen/profil/spieler/196948
2122,Corona virus,injury,2022-01-14,2022-02-01,18,3,Andreas Christensen,/andreas-christensen/profil/spieler/196948
2122,Back Injury,injury,2021-12-29,2022-01-07,9,3,Andreas Christensen,/andreas-christensen/profil/spieler/196948
2122,Transferred to Tottenham U23,Transfer,2021-07-01,2022-06-30,,,Kallum Cesay,/kallum-cesay/profil/spieler/696183
2122,Transferred to AFC Wimbledon,Transfer,2021-07-01,2021-07-21,,,Matthew Cox,/matthew-cox/profil/spieler/741236
2122,Transferred to Brentford B,Transfer,2021-07-22,2022-06-30,,,Matthew Cox,/matthew-cox/profil/spieler/741236
2122,Transferred to Man City U23,Transfer,2021-07-01,2022-06-30,,,Roméo Lavia,/romeo-lavia/profil/spieler/628451
2122,Ill,injury,2022-03-06,2022-03-13,7,2,Christian Pulisic,/christian-pulisic/profil/spieler/315779
2122,Ankle Injury,injury,2021-09-09,2021-10-31,52,12,Christian Pulisic,/christian-pulisic/profil/spieler/315779
2122,Corona virus,injury,2021-08-18,2021-08-30,12,2,Christian Pulisic,/christian-pulisic/profil/spieler/315779
2122,Cruciate Ligament Injury,injury,2022-03-20,,435,53,Andros Townsend,/andros-townsend/profil/spieler/61842
2122,Transferred to Leeds U18,Transfer,2021-07-01,2022-06-30,,,Archie Gray,/archie-gray/profil/spieler/922693
2122,Thigh Problems,injury,2021-12-13,2022-02-15,64,8,Federico Fernández,/federico-fernandez/profil/spieler/85475
2122,Hamstring Injury,injury,2021-09-19,2021-10-12,23,4,Ilkay Gündogan,/ilkay-gundogan/profil/spieler/53622
2122,Ankle Injury,injury,2022-01-08,2022-02-05,28,5,Billy Gilmour,/billy-gilmour/profil/spieler/423744
2122,Hamstring Injury,injury,2021-11-19,2021-12-11,22,6,Ricardo Pereira,/ricardo-pereira/profil/spieler/215876
2122,Transferred to Tottenham U23,Transfer,2021-07-01,2022-06-30,,,Brooklyn Lyons-Foster,/brooklyn-lyons-foster/profil/spieler/462698
2122,Transferred to Flamengo,Transfer,2021-08-18,2022-01-12,,,Kenedy,/kenedy/profil/spieler/281404
2122,Corona virus,injury,2022-01-18,2022-01-25,7,1,Emerson,/emerson/profil/spieler/181778
2122,Unknown Injury,injury,2021-09-08,2021-09-11,3,,Emerson,/emerson/profil/spieler/181778
2122,Transferred to Olympique Lyon,Transfer,2021-08-19,2022-06-29,,,Emerson,/emerson/profil/spieler/181778
2122,Transferred to Liverpool U23,Transfer,2021-07-01,2022-06-30,,,Marcelo Pitaluga,/marcelo-pitaluga/profil/spieler/662334
2122,Transferred to Everton U23,Transfer,2021-07-01,2022-06-30,,,Harry Tyrer,/harry-tyrer/profil/spieler/574448
2122,Foot Injury,injury,2022-03-27,2022-07-01,96,8,Patrick Bamford,/patrick-bamford/profil/spieler/183334
2122,Hamstring Injury,injury,2021-12-07,2022-02-28,83,12,Patrick Bamford,/patrick-bamford/profil/spieler/183334
2122,Ankle Injury,injury,2021-09-18,2021-11-28,71,10,Patrick Bamford,/patrick-bamford/profil/spieler/183334
2122,Transferred to Leicester U21,Transfer,2021-07-01,2022-06-30,,,Oliver Ewing,/oliver-ewing/profil/spieler/583953
2122,Transferred to Charlton,Transfer,2021-07-08,2022-05-30,,,Akin Famewo,/akin-famewo/profil/spieler/425713
2122,Transferred to Liverpool U18,Transfer,2021-07-01,2022-06-30,,,Isaac Mabaya,/isaac-mabaya/profil/spieler/670843
2122,Transferred to West Brom U21,Transfer,2021-07-01,2021-07-28,,,Tim Iroegbunam,/tim-iroegbunam/profil/spieler/696589
2122,Transferred to Aston Villa U23,Transfer,2021-07-29,2021-12-31,,,Tim Iroegbunam,/tim-iroegbunam/profil/spieler/696589
2122,Hamstring Injury,injury,2021-12-21,2022-04-01,101,18,Nathan Broadhead,/nathan-broadhead/profil/spieler/344009
2122,Transferred to Everton U23,Transfer,2021-07-01,2021-08-15,,,Nathan Broadhead,/nathan-broadhead/profil/spieler/344009
2122,Transferred to Sunderland,Transfer,2021-08-16,2022-05-30,,,Nathan Broadhead,/nathan-broadhead/profil/spieler/344009
2122,Transferred to Everton U23,Transfer,2022-05-31,2022-06-30,,,Nathan Broadhead,/nathan-broadhead/profil/spieler/344009
2122,Transferred to Chelsea U23,Transfer,2021-07-01,2022-06-30,,,Charlie Webster,/charlie-webster/profil/spieler/697278
2122,Hamstring Injury,injury,2021-12-19,2022-02-06,49,6,Hee-chan Hwang,/hee-chan-hwang/profil/spieler/292246
2122,Transferred to RB Leipzig,Transfer,2021-07-01,2021-08-28,,,Hee-chan Hwang,/hee-chan-hwang/profil/spieler/292246
2122,Transferred to RB Leipzig,Transfer,2022-06-30,2022-06-30,,,Hee-chan Hwang,/hee-chan-hwang/profil/spieler/292246
2122,Corona virus,injury,2022-02-25,2022-03-03,6,1,Andi Zeqiri,/andi-zeqiri/profil/spieler/345468
2122,Hip Injury,injury,2021-12-05,2021-12-16,11,2,Andi Zeqiri,/andi-zeqiri/profil/spieler/345468
2122,Transferred to FC Augsburg,Transfer,2021-08-30,2022-06-29,,,Andi Zeqiri,/andi-zeqiri/profil/spieler/345468
2122,Ill,injury,2022-03-12,2022-03-14,2,1,Bruno Fernandes,/bruno-fernandes/profil/spieler/240306
2122,Transferred to Watford U18,Transfer,2021-07-01,2022-02-25,,,Shaqai Forde,/shaqai-forde/profil/spieler/852517
2122,Transferred to Kings Langley,Transfer,2022-02-26,2022-03-31,,,Shaqai Forde,/shaqai-forde/profil/spieler/852517
2122,Transferred to Watford U18,Transfer,2022-04-01,2022-06-30,,,Shaqai Forde,/shaqai-forde/profil/spieler/852517
2122,Hamstring Injury,injury,2022-03-17,2022-03-31,14,1,Trent Alexander-Arnold,/trent-alexander-arnold/profil/spieler/314353
2122,Corona virus,injury,2022-01-03,2022-01-13,10,2,Trent Alexander-Arnold,/trent-alexander-arnold/profil/spieler/314353
2122,Muscular problems,injury,2021-09-27,2021-10-14,17,2,Trent Alexander-Arnold,/trent-alexander-arnold/profil/spieler/314353
2122,Hamstring Injury,injury,2021-06-03,2021-07-12,39,,Trent Alexander-Arnold,/trent-alexander-arnold/profil/spieler/314353
2122,Foot Injury,injury,2022-04-17,2022-05-08,21,6,Roberto Firmino,/roberto-firmino/profil/spieler/131789
2122,Muscular problems,injury,2022-02-17,2022-03-10,21,6,Roberto Firmino,/roberto-firmino/profil/spieler/131789
2122,Corona virus,injury,2022-01-01,2022-01-08,7,1,Roberto Firmino,/roberto-firmino/profil/spieler/131789
2122,Hamstring Injury,injury,2021-11-03,2021-12-12,39,9,Roberto Firmino,/roberto-firmino/profil/spieler/131789
2122,Muscle Injury,injury,2021-08-29,2021-09-22,24,4,Roberto Firmino,/roberto-firmino/profil/spieler/131789
2122,Transferred to West Ham U21,Transfer,2021-07-01,2022-06-30,,,Freddie Potts,/freddie-potts/profil/spieler/698164
2122,Corona virus,injury,2022-03-17,2022-03-31,14,1,Raphinha,/raphinha/profil/spieler/411295
2122,Transferred to Man City U23,Transfer,2021-07-01,2022-06-30,,,Liam Delap,/liam-delap/profil/spieler/610849
2122,Corona virus,injury,2021-12-21,2022-01-01,11,1,Matt Ritchie,/matt-ritchie/profil/spieler/92469
2122,Stress response of the bone,injury,2021-10-17,2021-11-28,42,6,Abdoulaye Doucouré,/abdoulaye-doucoure/profil/spieler/127187
2122,Transferred to Vålerenga,Transfer,2021-07-01,2021-07-30,,,Kristoffer Klaesson,/kristoffer-klaesson/profil/spieler/418561
2122,Transferred to Brentford B,Transfer,2021-07-01,2022-06-30,,,Fin Stevens,/fin-stevens/profil/spieler/587019
2122,Ankle Injury,injury,2022-02-14,2022-02-21,7,1,Mason Mount,/mason-mount/profil/spieler/346483
2122,Minor Knock,injury,2021-09-20,2021-09-30,10,3,Mason Mount,/mason-mount/profil/spieler/346483
2122,Transferred to Burton Albion,Transfer,2021-07-01,2022-01-03,,,Ellery Balcombe,/ellery-balcombe/profil/spieler/456292
2122,Transferred to Bromley,Transfer,2022-02-01,2022-05-30,,,Ellery Balcombe,/ellery-balcombe/profil/spieler/456292
2122,Transferred to Watford U23,Transfer,2021-07-01,2021-07-18,,,Tiago Cukur,/tiago-cukur/profil/spieler/594276
2122,Transferred to Doncaster,Transfer,2021-07-19,2022-01-10,,,Tiago Cukur,/tiago-cukur/profil/spieler/594276
2122,Transferred to Watford U23,Transfer,2022-01-11,2022-06-30,,,Tiago Cukur,/tiago-cukur/profil/spieler/594276
2122,Transferred to Fulham,Transfer,2021-07-01,2021-07-27,,,Marcus Bettinelli,/marcus-bettinelli/profil/spieler/116648
2122,Transferred to B. Leverkusen,Transfer,2021-07-01,2021-07-21,,,Demarai Gray,/demarai-gray/profil/spieler/292417
2122,Transferred to DL Pro,Transfer,2021-07-01,2021-08-30,,,Salomón Rondón,/salomon-rondon/profil/spieler/80197
2122,Transferred to Aston Villa U23,Transfer,2021-07-01,2022-01-30,,,Filip Marschall,/filip-marschall/profil/spieler/610863
2122,Transferred to Gateshead,Transfer,2022-01-31,2022-05-30,,,Filip Marschall,/filip-marschall/profil/spieler/610863
2122,Transferred to Aston Villa U23,Transfer,2022-05-31,2022-06-30,,,Filip Marschall,/filip-marschall/profil/spieler/610863
2122,Calf Injury,injury,2021-09-21,2021-12-05,75,10,André Gomes,/andre-gomes/profil/spieler/221025
2122,Unknown Injury,injury,2022-04-29,2022-08-07,100,7,Jay Rodríguez,/jay-rodriguez/profil/spieler/53360
2122,Corona virus,injury,2021-12-15,2021-12-28,13,4,Kai Havertz,/kai-havertz/profil/spieler/309400
2122,Cold,injury,2021-09-03,2021-09-06,3,,Kai Havertz,/kai-havertz/profil/spieler/309400
2122,Transferred to Burton Albion,Transfer,2021-08-31,2021-11-23,,,Sam Hughes,/sam-hughes/profil/spieler/395797
2122,Transferred to Burton Albion,Transfer,2022-01-31,2022-06-30,,,Sam Hughes,/sam-hughes/profil/spieler/395797
2122,Fractured Kneecap,injury,2022-04-22,2022-06-30,69,6,Adam Forshaw,/adam-forshaw/profil/spieler/121257
2122,Unknown Injury,injury,2022-05-24,2022-07-20,57,,José Sá,/jose-sa/profil/spieler/249994
2122,Transferred to Olympiacos,Transfer,2021-07-01,2021-07-14,,,José Sá,/jose-sa/profil/spieler/249994
2122,Laceration,injury,2022-05-22,2022-06-15,24,1,Joelinton,/joelinton/profil/spieler/333241
2122,Knock,injury,2022-03-07,2022-03-15,8,2,Joelinton,/joelinton/profil/spieler/333241
2122,Groin Injury,injury,2022-01-22,2022-02-05,14,1,Joelinton,/joelinton/profil/spieler/333241
2122,Groin Surgery,injury,2022-03-01,2022-05-01,61,10,Jamal Lewis,/jamal-lewis/profil/spieler/346018
