season,injury,from,until,days,games,player,url
1920,Ankle Injury,2019-09-11,2019-09-27,16,2,Max Aarons,/max-aarons/profil/spieler/471690
1920,Knock,2020-03-01,2020-03-02,1,,Joe Gomez,/joe-gomez/profil/spieler/256178
1920,Ankle Injury,2020-06-22,2020-06-23,1,,Phil Jagielka,/phil-jagielka/profil/spieler/13520
1920,Groin Injury,2019-09-15,2019-12-10,86,19,Antonio Rüdiger,/antonio-rudiger/profil/spieler/86202
1920,Knock,2019-08-20,2019-09-13,24,2,Antonio Rüdiger,/antonio-rudiger/profil/spieler/86202
1920,Groin Injury,2020-07-17,2020-07-19,2,,Adam Webster,/adam-webster/profil/spieler/212847
1920,Thigh Muscle Strain,2020-06-24,2020-07-03,9,1,Adam Webster,/adam-webster/profil/spieler/212847
1920,Ankle Injury,2019-11-02,2019-11-22,20,2,Adam Webster,/adam-webster/profil/spieler/212847
1920,Knock,2019-09-24,2019-09-26,2,1,Adam Webster,/adam-webster/profil/spieler/212847
1920,Ill,2019-12-22,2019-12-28,6,1,Gabriel Jesus,/gabriel-jesus/profil/spieler/363205
1920,Hamstring Injury,2019-08-18,2019-09-13,26,2,Gabriel Jesus,/gabriel-jesus/profil/spieler/363205
1920,Ankle Injury,2019-11-23,2020-02-10,79,19,Ben Davies,/ben-davies/profil/spieler/192765
1920,Groin Injury,2019-08-08,2019-08-16,8,1,Ben Davies,/ben-davies/profil/spieler/192765
1920,Ill,2019-10-22,2019-10-26,4,1,Trent Alexander-Arnold,/trent-alexander-arnold/profil/spieler/314353
1920,Thigh Muscle Strain,2020-06-29,2020-07-04,5,1,Matty Longstaff,/matty-longstaff/profil/spieler/484387
1920,Hamstring Injury,2020-03-08,2020-06-23,107,1,Matty Longstaff,/matty-longstaff/profil/spieler/484387
1920,Knock,2019-09-26,2019-10-05,9,1,Alex McCarthy,/alex-mccarthy/profil/spieler/95976
1920,Knee Injury,2020-02-06,2020-02-14,8,,James Ward-Prowse,/james-ward-prowse/profil/spieler/181579
1920,Ankle Injury,2020-06-06,2020-06-23,17,1,Philip Billing,/philip-billing/profil/spieler/320411
1920,Back Injury,2020-01-23,2020-01-31,8,1,Philip Billing,/philip-billing/profil/spieler/320411
1920,Calf Injury,2020-05-01,2020-06-20,50,,Dwight Gayle,/dwight-gayle/profil/spieler/196522
1920,Thigh Muscle Strain,2020-01-12,2020-02-21,40,7,Dwight Gayle,/dwight-gayle/profil/spieler/196522
1920,Thigh Muscle Strain,2020-01-02,2020-01-10,8,1,Dwight Gayle,/dwight-gayle/profil/spieler/196522
1920,Calf Injury,2019-08-08,2019-10-05,58,8,Dwight Gayle,/dwight-gayle/profil/spieler/196522
1920,Knee Injury,2019-12-18,2020-03-01,74,15,Jack Colback,/jack-colback/profil/spieler/61644
1920,Ankle Injury,2019-12-03,2020-01-18,46,10,Adam Smith,/adam-smith/profil/spieler/61841
1920,Ill,2019-11-24,2019-12-02,8,1,Adam Smith,/adam-smith/profil/spieler/61841
1920,Strain,2019-09-01,2019-10-18,47,5,Adam Smith,/adam-smith/profil/spieler/61841
1920,Hamstring Injury,2019-12-14,2020-01-10,27,6,Grady Diangana,/grady-diangana/profil/spieler/342048
1920,Muscle Injury,2020-07-06,2020-07-17,11,3,Andy Carroll,/andy-carroll/profil/spieler/48066
1920,Knock,2020-01-15,2020-06-15,152,10,Andy Carroll,/andy-carroll/profil/spieler/48066
1920,Groin Injury,2020-01-02,2020-01-10,8,1,Andy Carroll,/andy-carroll/profil/spieler/48066
1920,Bruised Rib,2019-11-26,2019-12-03,7,1,Andy Carroll,/andy-carroll/profil/spieler/48066
1920,Groin Injury,2019-10-20,2019-11-01,12,1,Andy Carroll,/andy-carroll/profil/spieler/48066
1920,Groin Strain,2020-02-23,2020-03-06,12,2,Hugo Lloris,/hugo-lloris/profil/spieler/17965
1920,Elbow Injury,2019-10-06,2020-01-18,104,21,Hugo Lloris,/hugo-lloris/profil/spieler/17965
1920,Calf Strain,2020-07-06,2020-07-31,25,5,Moussa Djenepo,/moussa-djenepo/profil/spieler/485424
1920,Thigh Muscle Strain,2019-12-15,2019-12-27,12,2,Moussa Djenepo,/moussa-djenepo/profil/spieler/485424
1920,Knock,2019-09-15,2019-11-01,47,7,Moussa Djenepo,/moussa-djenepo/profil/spieler/485424
1920,Knock,2019-08-29,2019-09-13,15,1,Moussa Djenepo,/moussa-djenepo/profil/spieler/485424
1920,Knock,2019-12-31,2020-01-06,6,2,Nicolás Otamendi,/nicolas-otamendi/profil/spieler/54781
1920,Knock,2019-10-10,2019-10-21,11,1,Nicolás Otamendi,/nicolas-otamendi/profil/spieler/54781
1920,Calf muscle strain,2020-02-05,2020-02-27,22,3,Oleksandr Zinchenko,/oleksandr-zinchenko/profil/spieler/203853
1920,Knock,2020-01-05,2020-01-19,14,3,Oleksandr Zinchenko,/oleksandr-zinchenko/profil/spieler/203853
1920,Ill,2019-12-30,2020-01-03,4,1,Oleksandr Zinchenko,/oleksandr-zinchenko/profil/spieler/203853
1920,Knee Surgery,2019-10-18,2019-12-14,57,13,Oleksandr Zinchenko,/oleksandr-zinchenko/profil/spieler/203853
1920,Muscle Fatigue,2019-09-19,2019-09-25,6,2,Oleksandr Zinchenko,/oleksandr-zinchenko/profil/spieler/203853
1920,Thigh Muscle Strain,2019-08-18,2019-08-24,6,,Oleksandr Zinchenko,/oleksandr-zinchenko/profil/spieler/203853
1920,Muscle Injury,2020-07-03,2020-07-25,22,5,Dele Alli,/dele-alli/profil/spieler/207929
1920,Hamstring Injury,2019-08-04,2019-08-31,27,3,Dele Alli,/dele-alli/profil/spieler/207929
1920,Hip Injury,2019-11-09,2019-12-04,25,5,Oliver Skipp,/oliver-skipp/profil/spieler/406638
1920,Hamstring Injury,2019-09-10,2019-10-20,40,8,Emerson,/emerson/profil/spieler/181778
1920,Knock,2019-12-09,2019-12-13,4,,Lys Mousset,/lys-mousset/profil/spieler/291422
1920,Thigh Muscle Strain,2019-11-25,2019-11-30,5,,Lys Mousset,/lys-mousset/profil/spieler/291422
1920,Ill,2019-12-30,2020-01-07,8,3,Ederson,/ederson/profil/spieler/238223
1920,Ill,2019-12-08,2019-12-14,6,1,Ederson,/ederson/profil/spieler/238223
1920,Muscular problems,2019-11-06,2019-11-22,16,2,Ederson,/ederson/profil/spieler/238223
1920,Shoulder Injury,2020-03-02,2020-03-06,4,,Adama Traoré,/adama-traore/profil/spieler/204103
1920,Shoulder Injury,2020-02-02,2020-02-13,11,,Adama Traoré,/adama-traore/profil/spieler/204103
1920,Knock,2020-01-17,2020-01-17,0,,Adama Traoré,/adama-traore/profil/spieler/204103
1920,Shoulder Injury,2019-12-16,2019-12-20,4,,Adama Traoré,/adama-traore/profil/spieler/204103
1920,Knock,2019-11-11,2019-11-22,11,,Adama Traoré,/adama-traore/profil/spieler/204103
1920,Calf Injury,2020-06-19,2020-07-10,21,5,Martin Kelly,/martin-kelly/profil/spieler/78959
1920,Calf Injury,2020-02-07,2020-02-21,14,1,Martin Kelly,/martin-kelly/profil/spieler/78959
1920,Thigh Muscle Strain,2019-12-29,2019-12-31,2,,Martin Kelly,/martin-kelly/profil/spieler/78959
1920,Groin Injury,2019-10-17,2019-10-26,9,1,Martin Kelly,/martin-kelly/profil/spieler/78959
1920,Groin Injury,2019-09-01,2019-09-21,20,1,Martin Kelly,/martin-kelly/profil/spieler/78959
1920,Hamstring Injury,2019-08-29,2019-09-25,27,4,Michael Obafemi,/michael-obafemi/profil/spieler/444208
1920,Knee Injury,2019-08-26,2019-09-13,18,2,Matt Doherty,/matt-doherty/profil/spieler/171679
1920,Ill,2019-08-21,2019-08-24,3,1,Matt Doherty,/matt-doherty/profil/spieler/171679
1920,Knock,2019-12-24,2019-12-27,3,1,Winston Reid,/winston-reid/profil/spieler/37526
1920,Knee Injury,2019-08-17,2019-10-29,73,11,Winston Reid,/winston-reid/profil/spieler/37526
1920,Hamstring Injury,2020-07-04,2020-07-31,27,7,N'Golo Kanté,/ngolo-kante/profil/spieler/225083
1920,Muscle Injury,2020-02-18,2020-06-06,109,5,N'Golo Kanté,/ngolo-kante/profil/spieler/225083
1920,Hamstring Injury,2020-01-02,2020-01-17,15,2,N'Golo Kanté,/ngolo-kante/profil/spieler/225083
1920,Groin Injury,2019-10-15,2019-11-04,20,5,N'Golo Kanté,/ngolo-kante/profil/spieler/225083
1920,Knock,2019-10-12,2019-10-13,1,,N'Golo Kanté,/ngolo-kante/profil/spieler/225083
1920,Hamstring Injury,2019-09-27,2019-10-01,4,1,N'Golo Kanté,/ngolo-kante/profil/spieler/225083
1920,Sprained ankle,2019-08-19,2019-09-21,33,4,N'Golo Kanté,/ngolo-kante/profil/spieler/225083
1920,Ankle Injury,2020-07-31,2020-08-13,13,2,Willian,/willian/profil/spieler/52769
1920,Calf Injury,2020-03-05,2020-03-07,2,,Willian,/willian/profil/spieler/52769
1920,Hamstring Injury,2019-07-04,2019-08-12,39,1,Willian,/willian/profil/spieler/52769
1920,Groin Injury,2019-09-01,2019-10-18,47,5,Leandro Trossard,/leandro-trossard/profil/spieler/144028
1920,Cruciate Ligament Surgery,2020-03-02,2020-10-26,238,36,Cenk Tosun,/cenk-tosun/profil/spieler/45671
1920,Contused laceration,2020-01-24,2020-02-21,28,2,Cenk Tosun,/cenk-tosun/profil/spieler/45671
1920,Groin Injury,2019-10-18,2019-10-27,9,2,Cenk Tosun,/cenk-tosun/profil/spieler/45671
1920,Knock,2020-07-02,2020-07-10,8,3,Dejan Lovren,/dejan-lovren/profil/spieler/37838
1920,Muscle Injury,2019-12-13,2020-01-24,42,11,Dejan Lovren,/dejan-lovren/profil/spieler/37838
1920,Knock,2019-12-08,2019-12-09,1,,Dejan Lovren,/dejan-lovren/profil/spieler/37838
1920,Ill,2019-08-11,2019-08-30,19,3,Dejan Lovren,/dejan-lovren/profil/spieler/37838
1920,Knee Problems,2020-01-30,2020-02-27,28,3,Wilfred Ndidi,/wilfred-ndidi/profil/spieler/274839
1920,Knee Injury,2020-01-09,2020-01-20,11,2,Wilfred Ndidi,/wilfred-ndidi/profil/spieler/274839
1920,Hamstring Injury,2019-08-26,2019-08-29,3,1,Wilfred Ndidi,/wilfred-ndidi/profil/spieler/274839
1920,Back Injury,2019-08-13,2019-09-10,28,4,Adam Idah,/adam-idah/profil/spieler/434223
1920,Metatarsal Fracture,2015-06-26,2015-09-20,86,20,Dennis Srbeny,/dennis-srbeny/profil/spieler/159239
1920,Knee Surgery,2020-01-16,2020-10-06,264,,Isaac Christie-Davies,/isaac-christie-davies/profil/spieler/264660
1920,Knee Injury,2019-08-08,2019-10-24,77,9,Isaac Christie-Davies,/isaac-christie-davies/profil/spieler/264660
1920,Shoulder Injury,2019-12-09,2020-03-14,96,19,Kieran Tierney,/kieran-tierney/profil/spieler/300716
1920,Hip Injury,2020-03-01,2020-05-20,80,3,Alisson,/alisson/profil/spieler/105470
1920,Calf Injury,2019-08-10,2019-10-16,67,11,Alisson,/alisson/profil/spieler/105470
1920,Cruciate Ligament Rupture,2019-12-29,2020-11-08,315,41,Calum Chambers,/calum-chambers/profil/spieler/215118
1920,Ill,2019-12-17,2019-12-20,3,2,Virgil van Dijk,/virgil-van-dijk/profil/spieler/139208
1920,Hamstring Injury,2020-02-27,2020-06-13,107,3,Aymeric Laporte,/aymeric-laporte/profil/spieler/176553
1920,Knock,2020-01-23,2020-02-18,26,3,Aymeric Laporte,/aymeric-laporte/profil/spieler/176553
1920,Knee Injury,2019-09-01,2020-01-20,141,30,Aymeric Laporte,/aymeric-laporte/profil/spieler/176553
1920,Knock,2019-08-08,2019-08-09,1,,Aymeric Laporte,/aymeric-laporte/profil/spieler/176553
1920,Knock,2020-06-07,2020-06-19,12,,Ayoze Pérez,/ayoze-perez/profil/spieler/246968
1920,Knee Injury,2020-07-17,2020-07-25,8,1,Luka Milivojevic,/luka-milivojevic/profil/spieler/74300
1920,Hamstring Injury,2019-12-06,2020-01-14,39,9,Héctor Bellerín,/hector-bellerin/profil/spieler/191217
1920,Hamstring Injury,2019-11-24,2019-12-04,10,2,Héctor Bellerín,/hector-bellerin/profil/spieler/191217
1920,Groin Injury,2019-11-01,2019-12-04,33,5,Jota Peleteiro,/jota-peleteiro/profil/spieler/176591
1920,Strain,2019-10-16,2019-10-21,5,1,Christian Eriksen,/christian-eriksen/profil/spieler/69633
1920,Strain,2020-01-05,2020-01-11,6,,Domingos Quina,/domingos-quina/profil/spieler/391719
1920,Groin Injury,2019-10-30,2019-11-29,30,3,Domingos Quina,/domingos-quina/profil/spieler/391719
1920,Calf Injury,2019-10-27,2019-11-24,28,3,Jack Grealish,/jack-grealish/profil/spieler/203460
1920,Knock,2019-12-08,2019-12-21,13,1,Roberto Pereyra,/roberto-pereyra/profil/spieler/112302
1920,Hamstring Injury,2019-11-10,2019-11-29,19,1,Roberto Pereyra,/roberto-pereyra/profil/spieler/112302
1920,Knee Injury,2020-05-19,2020-07-04,46,4,Frédéric Guilbert,/frederic-guilbert/profil/spieler/354352
1920,Strain,2019-11-03,2019-11-09,6,,Frédéric Guilbert,/frederic-guilbert/profil/spieler/354352
1920,Unknown Injury,2020-07-07,2020-07-10,3,1,Georges-Kevin N'Koudou,/georges-kevin-nkoudou/profil/spieler/215679
1920,Thigh Muscle Strain,2019-12-06,2019-12-19,13,4,Georges-Kevin N'Koudou,/georges-kevin-nkoudou/profil/spieler/215679
1920,Thigh Muscle Strain,2019-10-06,2019-11-08,33,6,Georges-Kevin N'Koudou,/georges-kevin-nkoudou/profil/spieler/215679
1920,Ill,2019-10-03,2019-10-04,1,1,Georges-Kevin N'Koudou,/georges-kevin-nkoudou/profil/spieler/215679
1920,Ill,2019-10-02,2019-10-04,2,1,Georges-Kevin N'Koudou,/georges-kevin-nkoudou/profil/spieler/215679
1920,Hamstring Injury,2020-01-06,2020-01-10,4,,Jairo Riedewald,/jairo-riedewald/profil/spieler/241481
1920,Groin Injury,2019-12-18,2019-12-20,2,,Jairo Riedewald,/jairo-riedewald/profil/spieler/241481
1920,Knee Injury,2019-12-27,2020-02-22,57,13,Scott McTominay,/scott-mctominay/profil/spieler/315969
1920,Knee Injury,2019-11-11,2019-12-04,23,4,Scott McTominay,/scott-mctominay/profil/spieler/315969
1920,Neck Injury,2020-01-17,2020-01-20,3,1,Michael Keane,/michael-keane/profil/spieler/118534
1920,Foot Injury,2019-12-13,2019-12-23,10,2,Ross Barkley,/ross-barkley/profil/spieler/131978
1920,Foot Injury,2019-10-19,2019-12-05,47,11,Ross Barkley,/ross-barkley/profil/spieler/131978
1920,Thigh Muscle Strain,2019-12-18,2020-03-05,78,20,Axel Tuanzebe,/axel-tuanzebe/profil/spieler/342046
1920,Hip Injury,2019-10-19,2019-11-23,35,7,Axel Tuanzebe,/axel-tuanzebe/profil/spieler/342046
1920,Knee Injury,2020-06-12,2021-09-09,454,78,Phil Jones,/phil-jones/profil/spieler/117996
1920,Knock,2019-09-26,2019-10-19,23,3,Phil Jones,/phil-jones/profil/spieler/117996
1920,Calf Injury,2020-02-09,2020-03-07,27,2,Lucas Digne,/lucas-digne/profil/spieler/126664
1920,Ankle Injury,2019-12-08,2019-12-14,6,,Lucas Digne,/lucas-digne/profil/spieler/126664
1920,Thigh Muscle Strain,2020-01-02,2020-03-10,68,9,Mamadou Sakho,/mamadou-sakho/profil/spieler/47713
1920,Knock,2019-09-27,2019-11-29,63,7,Mamadou Sakho,/mamadou-sakho/profil/spieler/47713
1920,Ruptured cruciate ligament,2020-06-15,2021-03-14,272,69,Florin Andone,/florin-andone/profil/spieler/177065
1920,Medial Collateral Ligament Knee Injury,2019-11-09,2020-01-29,81,15,Florin Andone,/florin-andone/profil/spieler/177065
1920,Cruciate Ligament Strain,2019-11-09,2020-01-25,77,14,Florin Andone,/florin-andone/profil/spieler/177065
1920,Knock,2019-10-18,2019-12-02,45,6,Connor Wickham,/connor-wickham/profil/spieler/95435
1920,Ankle Injury,2019-09-27,2019-10-04,7,1,Connor Wickham,/connor-wickham/profil/spieler/95435
1920,Groin Injury,2019-12-29,2020-01-31,33,6,Will Hughes,/will-hughes/profil/spieler/207014
1920,Knock,2019-09-22,2019-10-04,12,2,Will Hughes,/will-hughes/profil/spieler/207014
1920,Thigh Problems,2019-12-13,2019-12-31,18,1,Takumi Minamino,/takumi-minamino/profil/spieler/165793
1920,Knock,2020-01-02,2020-01-10,8,1,Dwight McNeil,/dwight-mcneil/profil/spieler/584769
1920,Thigh Muscle Strain,2019-09-26,2019-09-27,1,,Dwight McNeil,/dwight-mcneil/profil/spieler/584769
1920,Hamstring Injury,2019-09-01,2019-09-13,12,,Dwight McNeil,/dwight-mcneil/profil/spieler/584769
1920,Thigh Problems,2020-02-08,2020-09-30,235,15,Lovre Kalinic,/lovre-kalinic/profil/spieler/46405
1920,Head Injury,2020-02-10,2020-02-28,18,1,Nathan Aké,/nathan-ake/profil/spieler/177476
1920,Hamstring Injury,2019-12-08,2020-01-11,34,6,Nathan Aké,/nathan-ake/profil/spieler/177476
1920,Knee Injury,2019-12-08,2020-01-04,27,5,Gary Cahill,/gary-cahill/profil/spieler/27511
1920,Knee Injury,2019-12-01,2019-12-06,5,1,Gary Cahill,/gary-cahill/profil/spieler/27511
1920,Head Injury,2019-11-04,2019-11-08,4,,Gary Cahill,/gary-cahill/profil/spieler/27511
1920,Ill,2020-01-03,2020-01-10,7,2,Luke Shaw,/luke-shaw/profil/spieler/183288
1920,Muscle Injury,2019-10-18,2019-11-27,40,8,Luke Shaw,/luke-shaw/profil/spieler/183288
1920,Hamstring Injury,2019-08-24,2019-10-07,44,9,Luke Shaw,/luke-shaw/profil/spieler/183288
1920,Knock,2019-10-07,2019-10-25,18,2,Kyle Walker,/kyle-walker/profil/spieler/95424
1920,Muscle Fatigue,2019-11-21,2019-12-18,27,5,Ken Sema,/ken-sema/profil/spieler/252345
1920,Calf Injury,2020-07-05,2020-07-09,4,1,Jack Stacey,/jack-stacey/profil/spieler/249356
1920,Hamstring Injury,2019-12-29,2020-02-08,41,7,Jack Stacey,/jack-stacey/profil/spieler/249356
1920,Ankle Injury,2020-07-02,2020-07-04,2,,Joelinton,/joelinton/profil/spieler/333241
1920,Thigh Muscle Strain,2020-02-17,2020-02-21,4,,Joelinton,/joelinton/profil/spieler/333241
1920,Shoulder Injury,2020-02-06,2020-02-15,9,,Joelinton,/joelinton/profil/spieler/333241
1920,Calf Problems,2019-12-29,2019-12-31,2,,Joelinton,/joelinton/profil/spieler/333241
1920,Groin Injury,2019-08-18,2019-08-24,6,,Joelinton,/joelinton/profil/spieler/333241
1920,Thigh Muscle Strain,2020-01-07,2020-02-04,28,6,Henrikh Mkhitaryan,/henrikh-mkhitaryan/profil/spieler/55735
1920,Fitness,2019-11-14,2019-11-26,12,1,Henrikh Mkhitaryan,/henrikh-mkhitaryan/profil/spieler/55735
1920,Tear in the abductor muscle,2019-09-30,2019-11-14,45,9,Henrikh Mkhitaryan,/henrikh-mkhitaryan/profil/spieler/55735
1920,Knee Problems,2019-09-09,2019-09-16,7,1,Ally Samatta,/ally-samatta/profil/spieler/182201
1920,Ankle Injury,2020-03-03,2020-07-03,122,6,Lucas Torreira,/lucas-torreira/profil/spieler/318077
1920,Ill,2020-02-17,2020-02-21,4,1,Lucas Torreira,/lucas-torreira/profil/spieler/318077
1920,Knock,2020-01-12,2020-01-17,5,,Lucas Torreira,/lucas-torreira/profil/spieler/318077
1920,Knee Injury,2020-06-11,2020-06-22,11,1,Angelo Ogbonna,/angelo-ogbonna/profil/spieler/48002
1920,Head Injury,2019-09-25,2019-10-05,10,2,Emile Smith Rowe,/emile-smith-rowe/profil/spieler/392765
1920,Groin Injury,2019-08-08,2019-08-16,8,2,Emile Smith Rowe,/emile-smith-rowe/profil/spieler/392765
1920,Strain,2020-07-16,2020-09-12,58,6,Chicharito,/chicharito/profil/spieler/50935
1920,Virus Infection,2019-12-19,2019-12-27,8,1,Chicharito,/chicharito/profil/spieler/50935
1920,Knee Injury,2020-01-19,2020-01-24,5,1,Ralf Fährmann,/ralf-fahrmann/profil/spieler/39015
1920,Knee Injury,2019-12-29,2020-01-10,12,2,Ralf Fährmann,/ralf-fahrmann/profil/spieler/39015
1920,Groin Injury,2019-09-29,2019-11-01,33,3,Ralf Fährmann,/ralf-fahrmann/profil/spieler/39015
1920,Groin Strain,2019-09-15,2019-09-27,12,1,Ralf Fährmann,/ralf-fahrmann/profil/spieler/39015
1920,Hamstring Injury,2020-06-15,2020-10-01,108,14,Grant Hanley,/grant-hanley/profil/spieler/121385
1920,Knock,2020-01-12,2020-01-17,5,,Grant Hanley,/grant-hanley/profil/spieler/121385
1920,Ill,2020-01-05,2020-01-10,5,,Grant Hanley,/grant-hanley/profil/spieler/121385
1920,Groin Strain,2019-09-29,2019-12-18,80,10,Grant Hanley,/grant-hanley/profil/spieler/121385
1920,Groin Strain,2019-08-26,2019-09-10,15,2,Grant Hanley,/grant-hanley/profil/spieler/121385
1920,Calf Injury,2020-01-05,2020-01-31,26,4,Junior Stanislas,/junior-stanislas/profil/spieler/87672
1920,Knock,2020-07-01,2020-07-04,3,,Henri Lansbury,/henri-lansbury/profil/spieler/44794
1920,Ankle Injury,2019-09-23,2019-10-04,11,2,Henri Lansbury,/henri-lansbury/profil/spieler/44794
1920,Ankle Injury,2019-11-07,2019-11-07,0,,Mason Mount,/mason-mount/profil/spieler/346483
1920,Ankle Injury,2019-09-19,2019-09-23,4,1,Mason Mount,/mason-mount/profil/spieler/346483
1920,Strain in the thigh and gluteal muscles,2020-01-23,2020-01-30,7,2,Jamie Vardy,/jamie-vardy/profil/spieler/197838
1920,Muscle Injury,2019-12-30,2020-01-06,7,2,Jamie Vardy,/jamie-vardy/profil/spieler/197838
1920,Ill,2020-02-21,2020-03-01,9,2,Christian Atsu,/christian-atsu/profil/spieler/186997
1920,Hamstring Injury,2019-08-12,2019-08-24,12,1,Christian Atsu,/christian-atsu/profil/spieler/186997
1920,Bruise,2020-06-29,2020-07-31,32,6,Nathan Tella,/nathan-tella/profil/spieler/340322
1920,Heel pain,2020-03-12,2020-03-12,0,1,Anthony Martial,/anthony-martial/profil/spieler/182877
1920,Ill,2020-02-26,2020-02-29,3,1,Anthony Martial,/anthony-martial/profil/spieler/182877
1920,Knock,2019-12-03,2019-12-06,3,1,Anthony Martial,/anthony-martial/profil/spieler/182877
1920,Bruised Foot,2019-11-28,2019-11-28,0,1,Anthony Martial,/anthony-martial/profil/spieler/182877
1920,Thigh Muscle Strain,2019-08-25,2019-10-20,56,9,Anthony Martial,/anthony-martial/profil/spieler/182877
1920,Virus Infection,2020-05-26,2020-05-31,5,,Aaron Ramsdale,/aaron-ramsdale/profil/spieler/427568
1920,Knock,2020-01-11,2020-01-17,6,1,Aaron Ramsdale,/aaron-ramsdale/profil/spieler/427568
1920,Knee Injury,2020-02-03,2020-02-15,12,,Bukayo Saka,/bukayo-saka/profil/spieler/433177
1920,Strain,2020-02-29,2020-03-15,15,2,Shkodran Mustafi,/shkodran-mustafi/profil/spieler/88590
1920,Ankle Injury,2020-01-29,2020-02-01,3,,Shkodran Mustafi,/shkodran-mustafi/profil/spieler/88590
1920,Ankle Injury,2019-11-30,2019-11-30,0,,Shkodran Mustafi,/shkodran-mustafi/profil/spieler/88590
1920,Ankle problems,2019-12-27,2020-06-05,161,19,Paul Pogba,/paul-pogba/profil/spieler/122153
1920,Ankle problems,2019-10-02,2019-12-20,79,17,Paul Pogba,/paul-pogba/profil/spieler/122153
1920,Ankle Injury,2019-09-01,2019-09-26,25,4,Paul Pogba,/paul-pogba/profil/spieler/122153
1920,Back Injury,2019-08-02,2019-08-10,8,,Paul Pogba,/paul-pogba/profil/spieler/122153
1920,Bruised Knee,2019-12-13,2020-02-01,50,7,Kenedy,/kenedy/profil/spieler/281404
1920,Calf Injury,2020-07-10,2020-07-11,1,,David Brooks,/david-brooks/profil/spieler/277033
1920,Ankle Surgery,2019-07-31,2020-06-19,324,33,David Brooks,/david-brooks/profil/spieler/277033
1920,Hamstring Injury,2020-01-26,2020-02-11,16,4,Sadio Mané,/sadio-mane/profil/spieler/200512
1920,Muscle Injury,2020-01-24,2020-02-14,21,4,Sadio Mané,/sadio-mane/profil/spieler/200512
1920,Thigh Muscle Strain,2019-09-23,2019-09-27,4,1,Sadio Mané,/sadio-mane/profil/spieler/200512
1920,Knee Injury,2020-07-12,2020-07-16,4,,Troy Deeney,/troy-deeney/profil/spieler/65477
1920,Knee Surgery,2019-08-22,2019-11-05,75,12,Troy Deeney,/troy-deeney/profil/spieler/65477
1920,Ankle Injury,2020-01-12,2020-01-19,7,1,Max Meyer,/max-meyer/profil/spieler/146164
1920,Ankle Injury,2020-01-06,2020-01-10,4,,Max Meyer,/max-meyer/profil/spieler/146164
1920,Ill,2019-11-24,2019-12-15,21,3,Max Meyer,/max-meyer/profil/spieler/146164
1920,Calf Injury,2020-07-16,2020-07-17,1,,Jay Rodríguez,/jay-rodriguez/profil/spieler/53360
1920,Thigh Muscle Strain,2020-06-26,2020-07-04,8,1,Jay Rodríguez,/jay-rodriguez/profil/spieler/53360
1920,Ill,2020-01-05,2020-01-18,13,1,Jay Rodríguez,/jay-rodriguez/profil/spieler/53360
1920,Cheek bone contusion,2019-12-11,2019-12-11,0,1,Serge Aurier,/serge-aurier/profil/spieler/127032
1920,Arch pain,2019-11-06,2019-11-06,0,1,Serge Aurier,/serge-aurier/profil/spieler/127032
1920,Back bruise,2019-09-18,2019-09-18,0,1,Serge Aurier,/serge-aurier/profil/spieler/127032
1920,Fractured Arm,2019-08-17,2019-08-28,11,2,Serge Aurier,/serge-aurier/profil/spieler/127032
