season,absence/suspension,competition,from,until,days,games,player,url
1718,Yellow card suspension,UEFA Champions League,2018-02-15,2018-03-08,21,1,Serge Aurier,/serge-aurier/profil/spieler/127032
1718,Indirect card suspension,Premier League,2017-09-25,2017-10-02,7,1,Serge Aurier,/serge-aurier/profil/spieler/127032
1718,Yellow card suspension,UEFA Champions League,2017-12-22,2017-12-07,15,1,Kevin De Bruyne,/kevin-de-bruyne/profil/spieler/88755
1718,Red card suspension, ,2018-03-11,2018-04-01,21,3,Anthony Knockaert,/anthony-knockaert/profil/spieler/149237
1718,special leave,Süper Lig,2018-05-14,2018-05-20,6,1,Henri Saivet,/henri-saivet/profil/spieler/51540
1718,Yellow card suspension,2018 UEFA European Under-17 Championship,2018-05-08,2018-05-11,3,1,Rayhaan Tulloch,/rayhaan-tulloch/profil/spieler/433184
1718,Yellow card suspension,Süper Lig,2017-11-26,2017-12-04,8,1,Vincent Janssen,/vincent-janssen/profil/spieler/207015
1718,Suspension through sports court, ,2017-12-18,2017-12-25,7,2,Manuel Lanzini,/manuel-lanzini/profil/spieler/135853
1718,Yellow card suspension,Premier League,2017-12-17,2017-12-24,7,1,Shane Duffy,/shane-duffy/profil/spieler/119269
1718,special leave,,2017-07-26,2017-08-02,7,,Mikel Merino,/mikel-merino/profil/spieler/338424
1718,special leave,,2017-07-01,2017-07-20,19,,Mikel Merino,/mikel-merino/profil/spieler/338424
1718,Red card suspension,Premier League,2018-05-10,2018-05-14,4,1,Konstantinos Mavropanos,/konstantinos-mavropanos/profil/spieler/415912
1718,Yellow card suspension,Super League 1,2017-10-14,2017-10-16,2,1,Konstantinos Mavropanos,/konstantinos-mavropanos/profil/spieler/415912
1718,Red card suspension,Championship,2017-08-14,2017-08-16,2,1,Tomas Kalas,/tomas-kalas/profil/spieler/148657
1718,Yellow card suspension,Allsvenskan,2017-10-29,2017-10-29,0,1,Erdal Rakip,/erdal-rakip/profil/spieler/230746
1718,Yellow card suspension,Allsvenskan,2017-07-22,2017-07-22,0,1,Erdal Rakip,/erdal-rakip/profil/spieler/230746
1718,special leave,,2018-05-01,2018-06-30,60,,Jesé,/jese/profil/spieler/134936
1718,Indirect card suspension,UEFA Champions League,2017-09-14,2017-09-28,14,1,Jan Vertonghen,/jan-vertonghen/profil/spieler/43250
1718,Red card suspension,UEFA Champions League,2017-05-12,2017-09-14,125,1,Eric Bailly,/eric-bailly/profil/spieler/286384
1718,Red card suspension,UEFA Super Cup,2017-05-12,2017-08-10,90,1,Eric Bailly,/eric-bailly/profil/spieler/286384
1718,Red card suspension,Major League Soccer,2018-05-22,2018-05-27,5,1,Zlatan Ibrahimovic,/zlatan-ibrahimovic/profil/spieler/3455
1718,Yellow card suspension,Premier League,2017-12-17,2017-12-24,7,1,Abdoulaye Doucouré,/abdoulaye-doucoure/profil/spieler/127187
1718,Indirect card suspension,Premier League,2017-08-23,2017-08-28,5,1,Jose Cholevas,/jose-cholevas/profil/spieler/41112
1718,special leave,Premier League,2017-08-24,2017-08-31,7,1,Kevin Mirallas,/kevin-mirallas/profil/spieler/33639
1718,Indirect card suspension,Premier League,2017-08-27,2017-09-10,14,1,Raheem Sterling,/raheem-sterling/profil/spieler/134425
1718,Yellow card suspension,World Cup qualification Europe,2017-10-09,2017-10-12,3,1,David Silva,/david-silva/profil/spieler/35518
1718,Red card suspension, ,2018-01-28,2018-03-11,42,6,Arthur Masuaku,/arthur-masuaku/profil/spieler/181380
1718,Indirect card suspension,Championship,2017-12-25,2017-12-27,2,1,Sam Gallagher,/sam-gallagher/profil/spieler/227183
1718,Red card suspension,Championship,2018-04-01,2018-04-11,10,3,Jamal Blackman,/jamal-blackman/profil/spieler/128898
1718,Suspension through sports court,Premier League,2018-05-08,2018-05-14,6,2,Marc Albrighton,/marc-albrighton/profil/spieler/61560
1718,Red card suspension,Premier League,2018-04-29,2018-05-06,7,1,Marc Albrighton,/marc-albrighton/profil/spieler/61560
1718,Red card suspension, ,2017-11-28,2017-12-11,13,3,Rajiv van La Parra,/rajiv-van-la-parra/profil/spieler/77001
1718,Red card suspension,Premier League,2018-03-18,2018-04-17,30,3,Charlie Adam,/charlie-adam/profil/spieler/28990
1718,Red card suspension, ,2017-08-21,2017-09-11,21,3,Marko Arnautovic,/marko-arnautovic/profil/spieler/41384
1718,Indirect card suspension,Scottish Premiership,2017-10-15,2017-10-22,7,1,Connor Randall,/connor-randall/profil/spieler/262545
1718,Indirect card suspension,Premier League,2017-12-17,2017-12-24,7,1,Jonathan Hogg,/jonathan-hogg/profil/spieler/61573
1718,Red card suspension,Premier League,2018-04-08,2018-04-29,21,3,Davy Pröpper,/davy-propper/profil/spieler/79027
1718,Red card suspension,Premier League,2018-04-09,2018-04-23,14,3,Jack Stephens,/jack-stephens/profil/spieler/163744
1718,Indirect card suspension,Premier League,2018-01-18,2018-01-21,3,1,Pedro,/pedro/profil/spieler/65278
1718,Yellow card suspension,PKO Ekstraklasa,2017-12-10,2017-12-14,4,1,Jaroslaw Jach,/jaroslaw-jach/profil/spieler/327755
1718,Indirect card suspension,Championship,2018-03-19,2018-04-04,16,2,Jake Clarke-Salter,/jake-clarke-salter/profil/spieler/316551
1718,Red card suspension,Championship,2018-02-26,2018-03-12,14,3,Jake Clarke-Salter,/jake-clarke-salter/profil/spieler/316551
1718,Indirect card suspension,Premier League,2017-12-13,2017-12-17,4,1,Tom Cleverley,/tom-cleverley/profil/spieler/73484
1718,No eligibility,Premier League,2018-01-29,2018-02-14,16,3,Ali Gabr,/ali-gabr/profil/spieler/122980
1718,Yellow card suspension,Egypt Cup,2017-12-03,2017-12-07,4,1,Ali Gabr,/ali-gabr/profil/spieler/122980
1718,Red card suspension,Premier League,2018-03-04,2018-04-01,28,3,Ashley Williams,/ashley-williams/profil/spieler/67355
1718,Yellow card suspension,Premier League,2017-12-17,2017-12-24,7,1,Christian Benteke,/christian-benteke/profil/spieler/50201
1718,special leave,Bundesliga,2017-08-24,2017-08-28,4,1,Renato Sanches,/renato-sanches/profil/spieler/258027
1718,Yellow card suspension,Championship,2017-11-06,2017-11-20,14,1,Jordan Hugill,/jordan-hugill/profil/spieler/291544
1718,Yellow card suspension,Campeonato Brasileiro Série A,2017-07-05,2017-07-09,4,1,Richarlison,/richarlison/profil/spieler/378710
1718,Indirect card suspension,Premier League,2017-12-14,2017-12-24,10,2,Jonjo Shelvey,/jonjo-shelvey/profil/spieler/71292
1718,Red card suspension,Premier League,2017-08-14,2017-08-27,13,3,Jonjo Shelvey,/jonjo-shelvey/profil/spieler/71292
1718,Red card suspension, ,2018-02-20,2018-03-05,13,3,Fabian Delph,/fabian-delph/profil/spieler/50362
1718,Suspension through sports court, ,2018-04-18,2018-04-29,11,3,Marcos Alonso,/marcos-alonso/profil/spieler/112515
1718,Yellow card suspension,EFL Cup,2017-12-17,2017-12-21,4,1,Marcos Alonso,/marcos-alonso/profil/spieler/112515
1718,Red card suspension,Premier League,2017-12-03,2017-12-17,14,3,Davinson Sánchez,/davinson-sanchez/profil/spieler/341429
1718,special leave, ,2017-08-10,2017-08-22,12,3,Davinson Sánchez,/davinson-sanchez/profil/spieler/341429
1718,special leave,Gold Cup 2017,2017-07-11,2017-07-18,7,,Cuco Martina,/cuco-martina/profil/spieler/91251
1718,Called up to national team,,2017-07-06,2017-07-18,12,,Cuco Martina,/cuco-martina/profil/spieler/91251
1718,Yellow card suspension,LaLiga,2018-05-08,2018-05-13,5,1,Nordin Amrabat,/nordin-amrabat/profil/spieler/55619
1718,Indirect card suspension,LaLiga,2017-12-20,2018-01-08,19,1,Nordin Amrabat,/nordin-amrabat/profil/spieler/55619
1718,Called up to national team,LaLiga2,2018-03-19,2018-03-28,9,1,Marcus McGuane,/marcus-mcguane/profil/spieler/340320
1718,Suspension through sports court, ,2018-01-01,2018-01-14,13,3,Kyle Naughton,/kyle-naughton/profil/spieler/66219
1718,Red card suspension,Premier League,2017-12-10,2017-12-24,14,3,Marvin Zeegelaar,/marvin-zeegelaar/profil/spieler/92899
1718,special leave,UEFA Super Cup,2017-08-07,2017-08-09,2,1,Timothy Fosu-Mensah,/timothy-fosu-mensah/profil/spieler/315131
1718,Indirect card suspension,Premier League,2017-10-23,2017-10-30,7,1,Idrissa Gueye,/idrissa-gueye/profil/spieler/126665
1718,Indirect card suspension,Europa League,2017-11-03,2017-11-24,21,1,Morgan Schneiderlin,/morgan-schneiderlin/profil/spieler/56818
1718,Indirect card suspension,Premier League,2017-08-21,2017-08-28,7,1,Morgan Schneiderlin,/morgan-schneiderlin/profil/spieler/56818
1718,Yellow card suspension, ,2017-11-03,2017-11-05,2,1,Pablo Zabaleta,/pablo-zabaleta/profil/spieler/20007
1718,special leave,Premier League,2017-08-10,2017-08-14,4,1,Gylfi Sigurdsson,/gylfi-sigurdsson/profil/spieler/90466
1718,Yellow card suspension,Premier League,2017-10-15,2017-10-22,7,1,Leroy Fer,/leroy-fer/profil/spieler/63342
1718,Yellow card suspension,Premier League,2017-12-14,2017-12-18,4,1,Emre Can,/emre-can/profil/spieler/119296
1718,Yellow card suspension,UEFA Champions League,2017-12-07,2018-02-15,70,1,Emre Can,/emre-can/profil/spieler/119296
1718,Suspended,Serie A,2018-02-01,2018-06-30,149,,Achraf Lazaar,/achraf-lazaar/profil/spieler/139173
1718,Red card suspension,Championship,2017-11-01,2017-11-06,5,1,Michael Hector,/michael-hector/profil/spieler/157490
1718,Indirect card suspension,EFL Trophy,2017-08-16,2017-11-01,77,1,Vashon Neufville,/vashon-neufville/profil/spieler/332338
1718,Suspension through sports court,Premier League,2018-05-03,2018-05-14,11,3,Islam Slimani,/islam-slimani/profil/spieler/174915
1718,special leave,2. Bundesliga,2017-08-10,2017-08-24,14,,Florent Hadergjonaj,/florent-hadergjonaj/profil/spieler/238809
1718,Yellow card suspension,World Cup qualification Europe,2017-06-11,2017-09-02,83,1,Eric Dier,/eric-dier/profil/spieler/175722
1718,Red card suspension, ,2018-03-11,2018-04-01,21,3,Jordan Ayew,/jordan-ayew/profil/spieler/108354
1718,Yellow card suspension,LaLiga2,2018-04-16,2018-04-21,5,1,Toni Martínez,/toni-martinez/profil/spieler/302371
1718,No eligibility,Europa League,2018-02-01,2018-04-13,71,6,Ademola Lookman,/ademola-lookman/profil/spieler/406040
1718,Suspension through sports court,UEFA Champions League,2017-11-09,2018-07-02,235,,Patrice Evra,/patrice-evra/profil/spieler/5285
1718,Suspension through sports court,Europa League,2017-11-09,2018-07-02,235,,Patrice Evra,/patrice-evra/profil/spieler/5285
1718,Suspended,Ligue 1,2017-11-02,2017-11-09,7,1,Patrice Evra,/patrice-evra/profil/spieler/5285
1718,Red card suspension,Premier League,2017-08-21,2017-09-10,20,2,Jack Wilshere,/jack-wilshere/profil/spieler/74223
1718,No eligibility,Europa League,2018-02-01,2018-05-17,105,8,Pierre-Emerick Aubameyang,/pierre-emerick-aubameyang/profil/spieler/58864
1718,special leave,Bundesliga,2018-01-11,2018-01-15,4,1,Pierre-Emerick Aubameyang,/pierre-emerick-aubameyang/profil/spieler/58864
1718,special leave,Bundesliga,2018-01-01,2018-01-04,3,,Pierre-Emerick Aubameyang,/pierre-emerick-aubameyang/profil/spieler/58864
1718,Indirect card suspension,Bundesliga,2017-11-27,2017-12-04,7,1,Pierre-Emerick Aubameyang,/pierre-emerick-aubameyang/profil/spieler/58864
1718,Suspended,Bundesliga,2017-11-16,2017-11-20,4,1,Pierre-Emerick Aubameyang,/pierre-emerick-aubameyang/profil/spieler/58864
1718,special leave,DFB-Pokal,2017-10-23,2017-10-26,3,1,Pierre-Emerick Aubameyang,/pierre-emerick-aubameyang/profil/spieler/58864
1718,Yellow card suspension,Premier League,2018-04-08,2018-04-23,15,2,Fernandinho,/fernandinho/profil/spieler/26267
